Category,English,EnURL,French,FrURL,Italian,ItURL,圖檔URL,中文,中文說明,version
Animal-based 動物性,Red snapper,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/red snapper_en.mp3,Vivaneau rouge,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/red snapper_fr.mp3,Dentice rosso,Red snapper_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/red snapper.jpg,紅鯛魚,紅鯛魚肉質鮮美，口感緊實，帶有微嫩的甜味，適合清蒸、煎炸或燉煮，是高級海鮮料理中常見的主角之一。,
Animal-based 動物性,Grouper,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/grouper_en.mp3,Mérou,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/grouper_fr.mp3,Cernia,Grouper_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/grouper.jpg,石斑魚,石斑魚肉質鮮嫩細膩，口感絲滑，帶有淡淡的海洋風味。常用於清蒸、煎炸或燉煮等烹調方式。,
Animal-based 動物性,Turbot,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/turbot_en.mp3,Turbot,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/turbot_fr.mp3,Rombo,Turbot_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/turbot.jpg,大菱鮃,大菱鮃肉質鮮嫩，口感彈牙，風味清甜，常用於煎、烤或蒸煮方式烹調，是廣受歡迎的海鮮美食之一。,
Animal-based 動物性,Roe deer,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/roe deer_en.mp3,Chevreuil,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/roe deer_fr.mp3,Capriolo,Roe deer_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/roe deer.jpg,麂子肉,麂子肉肉質緊實，口感細膩，帶有淡淡的野味香氣，常用於燉湯或烹炒料理中，為料理增添獨特風味。,
Animal-based 動物性,Wild hare,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/wild hare_en.mp3,Lièvre,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/wild hare_fr.mp3,Lepre,Wild hare_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/wild hare.jpg,野兔肉,野兔肉肉質細嫩，帶有淡淡的甜味，適合燉煮或燒烤料理，是高蛋白低脂肪的健康選擇。,
Animal-based 動物性,Calf liver,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/calf liver_en.mp3,Foie de veau,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/calf liver_fr.mp3,Fegato di vitello,Calf liver_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/calf liver.jpg,小牛肝,小牛肝口感細嫩，風味濃郁，常用於燉湯或炒菜中增添香氣與鮮味。,
Condiment 佐料,Aioli,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/aioli_en.mp3,Aïoli,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/aioli_fr.mp3,Aioli,Aioli_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/aioli.jpg,蒜泥美乃滋,蒜泥美乃滋口感滑順，帶有細緻蒜味，適合搭配涼拌菜或炸物，增添香氣與風味。,
Condiment 佐料,Hollandaise,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/hollandaise_en.mp3,Hollandaise,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/hollandaise_fr.mp3,Salsa olandese,Hollandaise_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/hollandaise.jpg,荷蘭醬,荷蘭醬口感濃郁滑潤，帶有微微奶香，常見用途為搭配炸魚條或薯條，增添豐富風味。,
Condiment 佐料,Beurre blanc,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/beurre blanc_en.mp3,Beurre blanc,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/beurre blanc_fr.mp3,Burro bianco,Beurre blanc_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/beurre blanc.jpg,白奶油醬,白奶油醬口感綿密滑順，風味濃郁香甜，常見用途是搭配甜點或水果，增添濃郁奶香和滑順口感。,
Condiment 佐料,Vinaigrette,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/vinaigrette_en.mp3,Vinaigrette,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/vinaigrette_fr.mp3,Vinaigrette,Vinaigrette_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/vinaigrette.jpg,油醋醬,油醋醬口感清爽酸甜，風味獨特，常用於沙拉調味或燉煮料理中調味，能提升菜餚的層次與口感。,
Condiment 佐料,Pesto,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/pesto_en.mp3,Pesto,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/pesto_fr.mp3,Pesto,Pesto_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/pesto.jpg,青醬,青醬口感清新爽口，帶有香草和大蒜的風味，常見用途是搭配義大利麵或烤肉，讓料理更加美味。,
Condiment 佐料,Salsa verde,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/salsa verde_en.mp3,Sauce verte,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/salsa verde_fr.mp3,Salsa verde,Salsa verde_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/salsa verde.jpg,綠醬,綠醬口感滑順，風味清爽，常見用途為搭配義大利麵或烤肉，增添香氣與美味。,
Condiment 佐料,Tapenade,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/tapenade_en.mp3,Tapenade,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/tapenade_fr.mp3,Tapenade,Tapenade_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/tapenade.jpg,橄欖醬,橄欖醬口感濃郁，風味鹹香，常用於沙拉、三明治或醃漬料理中，增添獨特的滋味。,
Condiment 佐料,Demi-glace,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/demi-glace_en.mp3,Demi-glace,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/demi-glace_fr.mp3,Demi-glace,Demi-glace_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/demi-glace.jpg,濃縮肉汁,濃縮肉汁口感濃郁濃厚，風味豐富，廣泛用於烹飪中增添肉味，提升菜餚的層次與口感。,
Cooking 烹調方式,Sauteed,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/sauteed_en.mp3,Sauté,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/sauteed_fr.mp3,Saltato,Sauteed_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/sauteed.jpg,快炒,快炒是一種快速烹調的料理方式，通常使用高溫快速翻炒食材，保持食材的鮮嫩口感，風味濃郁，常見用途為快速煮熟蔬菜或肉類。,
Cooking 烹調方式,Braised,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/braised_en.mp3,Braisé,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/braised_fr.mp3,Brasato,Braised_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/braised.jpg,燉煮,燉煮的口感濃郁濕潤，風味濃郁濃郁，常見用途是用來烹調肉類或蔬菜，讓食材更加入味。,
Cooking 烹調方式,Poached,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/poached_en.mp3,Poché,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/poached_fr.mp3,Poached,Poached_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/poached.jpg,水煮,水煮菜式，以清爽口感及麻辣風味聞名，常見用途是將肉片或蔬菜浸泡在滾燙湯汁中烹煮，保留食材原汁原味。,
Cooking 烹調方式,Gratin,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/gratin_en.mp3,Gratiné,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/gratin_fr.mp3,Gratinato,Gratin_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/gratin.jpg,焗烤,焗烤食物經過高溫烤製後，口感酥脆，外表金黃誘人。風味濃郁香氣四溢，常見於烤肉、蔬菜等料理中。,
Cooking 烹調方式,Sous-vide,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/sous-vide_en.mp3,Sous-vide,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/sous-vide_fr.mp3,Sottovuoto,Sous-vide_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/sous-vide.jpg,低溫烹調,低溫烹調是一種溫和方式，能保留食材原汁原味，口感鮮嫩且多汁，風味溫和細緻，常見應用於嫩肉和海鮮烹調。,
Cooking 烹調方式,Confit,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/confit_en.mp3,Confit,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/confit_fr.mp3,Confitto,Confit_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/confit.jpg,油封,油封是一種口感酥脆、風味香濃的烹飪方式，常見用途是將食材浸泡在油中保存，同時增加食材的風味和口感。,
Cooking 烹調方式,Smoked,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/smoked_en.mp3,Fumé,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/smoked_fr.mp3,Affumicato,Smoked_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/smoked.jpg,煙燻,煙燻食物具有深沉的風味和獨特的香氣，常用於增添料理的層次感和豐富口感。常見應用包括燻製肉類、魚類和奶酪等。,
Cooking 烹調方式,En papillote,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/en papillote_en.mp3,En papillote,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/en papillote_fr.mp3,Al cartoccio,En papillote_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/en papillote.jpg,紙包烤,紙包烤是將食材包裹在紙中，經炭火燒烤而成的料理。口感酥脆，風味濃郁，常見用途是用來烹調海鮮或肉類。,
Descriptor 描述,Crispy,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/crispy_en.mp3,Croquant,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/crispy_fr.mp3,Croccante,Crispy_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/crispy.jpg,酥脆,酥脆口感帶來的滿足感，經常用於點心或小吃中，讓人一口咬下即能感受到脆爽的風味，讓人回味無窮。,
Descriptor 描述,Tender,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/tender_en.mp3,Tendre,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/tender_fr.mp3,Tenero,Tender_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/tender.jpg,嫩,嫩口感軟綿，風味清甜，常用於炒、燉或涼拌料理中，能讓菜餚更加美味。,
Descriptor 描述,Velvety,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/velvety_en.mp3,Velouté,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/velvety_fr.mp3,Vellutato,Velvety_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/velvety.jpg,絲滑,「絲滑」口感柔滑細緻，帶有濃郁的滋味，常見於製作奶油燉食品或湯品中，讓口感更加豐富順滑。,
Descriptor 描述,Chewy,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/chewy_en.mp3,Moelleux,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/chewy_fr.mp3,Masticabile,Chewy_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/chewy.jpg,有嚼勁,「有嚼勁」口感緊實，帶有彈性，嚼起來有種滿足感。通常用於烹調肉類或海鮮料理，提升食物口感。,
Descriptor 描述,Savory,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/savory_en.mp3,Savoureux,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/savory_fr.mp3,Saporito,Savory_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/savory.jpg,鹹香,「鹹香」是一種濃烈的風味，帶有微微的鹹味，讓人垂涎三尺。常見用途包括烹飪調味、提升食物口感。,
Descriptor 描述,Tangy,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/tangy_en.mp3,Aigrelet,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/tangy_fr.mp3,Acidulo,Tangy_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/tangy.jpg,微酸,微酸口感清爽，帶有微微酸味，常見用途是用來提升料理的層次感和口感，讓食物更加美味。,
Descriptor 描述,Bitter,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/bitter_en.mp3,Amer,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/bitter_fr.mp3,Amaro,Bitter_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/bitter.jpg,苦,「苦」是一種具有澀味的口感，常見於咖啡、茶葉等飲品中，有助於提升飲品的層次感與風味。,
Descriptor 描述,Nutty,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/nutty_en.mp3,Noisetté,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/nutty_fr.mp3,Nocciolato,Nutty_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/nutty.jpg,堅果香,堅果香濃，口感鬆脆，帶有濃郁的堅果風味。常見用途包括點心、烘焙或作為餐後甜點的配料。,
Dairy 乳製品,Brie,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/brie_en.mp3,Brie,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/brie_fr.mp3,Brie,Brie_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/brie.jpg,布里起司,布里起司是一種奶油軟質起司，口感奶香滑順，風味濃郁且微酸，常見用途是搭配麵包或水果一起享用。,
Dairy 乳製品,Camembert,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/camembert_en.mp3,Camembert,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/camembert_fr.mp3,Camembert,Camembert_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/camembert.jpg,卡門貝爾,卡門貝爾具有濃郁的香氣，口感滑順，帶有微甜的風味。常用於製作甜點或搭配水果沙拉，為料理增添層次感。,
Dairy 乳製品,Roquefort,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/roquefort_en.mp3,Roquefort,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/roquefort_fr.mp3,Roquefort,Roquefort_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/roquefort.jpg,羅克福,羅克福質地鬆軟，口感滑順，帶有濃郁的奶香味道，常見於甜點、餡料或麵包中使用。,
Dairy 乳製品,Gruyere,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/gruyere_en.mp3,Gruyère,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/gruyere_fr.mp3,Groviera,Gruyere_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/gruyere.jpg,葛瑞耶,葛瑞耶肉質鮮嫩，口感細膩，風味清甜帶有淡淡的海味，常見用途是用來燉湯或炒菜，是廣受喜愛的高級食材之一。,
Dairy 乳製品,Parmigiano Reggiano,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/parmigiano reggiano_en.mp3,Parmesan,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/parmigiano reggiano_fr.mp3,Parmigiano Reggiano,Parmigiano Reggiano_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/parmigiano reggiano.jpg,帕瑪森起司,帕瑪森起司口感硬而脆，風味濃郁奶香，常見用途為在義大利菜中作為調味料或灑在沙拉上增添風味。,
Dairy 乳製品,Mascarpone,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/mascarpone_en.mp3,Mascarpone,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/mascarpone_fr.mp3,Mascarpone,Mascarpone_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/mascarpone.jpg,馬斯卡彭,馬斯卡彭是一種口感輕盈、風味溫和的奶酪，常見用途是製作甜點或搭配水果食用。,
Dairy 乳製品,Ricotta,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/ricotta_en.mp3,Ricotta,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/ricotta_fr.mp3,Ricotta,Ricotta_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/ricotta.jpg,里科塔,里科塔是一種口感細膩、香氣濃郁的奶酪，風味濃郁且帶有微酸味。常見用途包括製作沙拉、焗烤等料理中。,
Dairy 乳製品,Burrata,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/burrata_en.mp3,Burrata,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/burrata_fr.mp3,Burrata,Burrata_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/burrata.jpg,布拉塔,布拉塔是一種口感豐富、濕潤的義大利軟奶酪，外皮薄薄的，內部濕潤軟綿，散發著濃厚的奶香味，常用於沙拉或開胃菜。,
Dairy 乳製品,Feta,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/feta_en.mp3,Feta,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/feta_fr.mp3,Feta,Feta_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/feta.jpg,菲達起司,菲達起司口感濃郁細膩，風味香濃，常見用途包括製作披薩、焗烤料理或沙拉，為料理增添豐富的奶香味。,
Dessert 甜點,Creme Brulee,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/creme brulee_en.mp3,Crème brûlée,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/creme brulee_fr.mp3,Crème brûlée,Creme Brulee_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/creme brulee.jpg,焦糖布丁,焦糖布丁口感滑順，淡淡的焦糖風味，常作為甜點或下午茶點心享用。,
Dessert 甜點,Curd,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/curd_en.mp3,Curd,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/curd_fr.mp3,Curd,Curd_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/curd.jpg,凝乳醬,凝乳醬口感滑順濃郁，帶有微甜的風味，常用於製作甜點或麵包，增添層次感與香氣。,
Bread 麵包,Sourdough,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/sourdough_en.mp3,Pain au levain,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/sourdough_fr.mp3,Pane a lievito madre,Sourdough_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/sourdough.jpg,酸種麵包,酸種麵包口感鬆軟，帶有微酸的風味，常見用途是搭配各式醬料或作為早餐主食。,
Bread 麵包,Rye Bread,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/rye bread_en.mp3,Pain de seigle,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/rye bread_fr.mp3,Pane di segale,Rye Bread_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/rye bread.jpg,黑麥麵包,黑麥麵包口感結實、濃郁，風味濃厚帶有微苦味，常見用途是搭配各式肉類或起司做三明治。,
Bread 麵包,Pain de Campagne,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/pain de campagne_en.mp3,Pain de campagne,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/pain de campagne_fr.mp3,Pane rustico,Pain de Campagne_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/pain de campagne.jpg,鄉村麵包,鄉村麵包外酥內軟，口感綿密，帶有微微的酸味，適合搭配各式料理或單獨享用。,
Bread 麵包,Ciabatta,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/ciabatta_en.mp3,Ciabatta,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/ciabatta_fr.mp3,Ciabatta,Ciabatta_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/ciabatta.jpg,巧巴達,巧巴達薄脆多層口感，搭配各種醬料、肉類或蔬菜，適合做墨西哥捲或披薩餅底等料理，風味香酥美味。,
Bread 麵包,Focaccia,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/focaccia_en.mp3,Focaccia,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/focaccia_fr.mp3,Focaccia,Focaccia_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/focaccia.jpg,佛卡夏,佛卡夏是一種口感細緻、風味濃郁的食材，常見用途是製作甜點或添加在咖啡、茶中增添風味。,
Bread 麵包,Bagel,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/bagel_en.mp3,Bagel,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/bagel_fr.mp3,Bagel,Bagel_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/bagel.jpg,貝果,貝果是一種口感有彈性、外皮酥脆內裡軟綿的烘焙點心，有淡淡的麥香味，常見搭配奶油乳酪或果醬享用。,
Bread 麵包,Challah,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/challah_en.mp3,Hallah / Challah,https://raw.githubusercontent.com/cheyuan1115/finedining/main/audio/challah_fr.mp3,Challah,Challah_it.mp3,https://raw.githubusercontent.com/cheyuan1115/finedining/main/images/challah.jpg,哈拉麵包,哈拉麵包口感蓬鬆柔軟，風味濃厚香甜，常見用途是搭配咖啡或茶品享用，是下午茶時光的完美伴侶。,
